Ngày đăng bài,Năm SX,Tên xe,Giá,Xuất xứ,Địa điểm,Kiểu dáng,Số km đã đi,Hộp số,Tình trạng,Nhiên liệu
2025-10-23,2022,Lexus RX 300,2000000000.0,Nhập khẩu,Hà Nội,SUV,21000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2025,Lexus LM 500h,7000000000.0,Nhập khẩu,Hà Nội,Van/Minivan,0.0,Tự động,Xe mới,Hybrid
2025-10-23,2019,Mazda 2 Sport Luxury,359000000.0,Nhập khẩu,Hà Nội,Hatchback,70000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2015,Ford Focus S 2.0 AT,315000000.0,Nội địa,Hà Nội,Hatchback,100000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2021,VinFast Lux A 2.0 Base 2.0 AT,479000000.0,Nội địa,Hà Nội,Sedan,65000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2016,Ford Everest Titanium 2.2L 4x2 AT,725000000.0,Nhập khẩu,TP HCM,SUV,74000.0,Tự động,Đã sử dụng,Dầu diesel
2025-10-23,2025,Gaz Gazelle Next Van 2.8 MT,630000000.0,Nội địa,TP HCM,Van/Minivan,0.0,Số Tay,Xe mới,Dầu diesel
2025-10-23,2025,Gaz Sobol NN Van 2.8 MT,535000000.0,Nội địa,TP HCM,Van/Minivan,0.0,Số Tay,Xe mới,Dầu diesel
2025-10-23,2025,Gaz Gazelle NN 2.5 MT,850000000.0,Nội địa,TP HCM,Van/Minivan,0.0,Số Tay,Xe mới,Dầu diesel
2025-10-23,2025,Gaz Gazelle NN Van 2.5 MT,710000000.0,Nội địa,TP HCM,Van/Minivan,0.0,Số Tay,Xe mới,Dầu diesel
2025-10-23,2021,Ford Everest Titanium 2.0L 4x2 AT,910000000.0,Nhập khẩu,TP HCM,SUV,54000.0,Tự động,Đã sử dụng,Dầu diesel
2025-10-23,2009,Nissan Teana 2.0 AT,235000000.0,Nhập khẩu,Hà Nội,Sedan,130000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2021,VinFast Fadil 1.4 AT,299000000.0,Nội địa,Hà Nội,Hatchback,40000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2022,Honda City RS 1.5 AT,465000000.0,Nội địa,Hà Nội,Sedan,40000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2016,Renault Duster 2.0 AT,235000000.0,Nhập khẩu,Hà Nội,SUV,100000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2022,Peugeot 3008 GT,798000000.0,Nội địa,Hà Nội,Crossover,37000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2024,VinFast VF3 Plus,268000000.0,Nội địa,Hà Nội,Hatchback,4000.0,Tự động,Đã sử dụng,Điện
2025-10-23,2020,Mercedes Benz GLC 200 4Matic,1000000000.0,Nội địa,Hà Nội,SUV,70000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2016,Toyota Camry 2.5Q,595000000.0,Nội địa,Hà Nội,Sedan,120000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2023,Volkswagen T,779000000.0,Nhập khẩu,Hà Nội,Crossover,5000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2025,Ford Everest Platinum 2.0L 4x4 AT,1000000000.0,Nhập khẩu,TP HCM,SUV,0.0,Tự động,Xe mới,Dầu diesel
2025-10-23,2025,Mercedes Benz V class V300 Avantgarde,3000000000.0,Nhập khẩu,Hà Nội,Van/Minivan,0.0,Tự động,Xe mới,Xăng
2025-10-23,2025,Mercedes Benz GLS 450 4Matic,5000000000.0,Nhập khẩu,Hà Nội,SUV,0.0,Tự động,Xe mới,Xăng
2025-10-23,2015,BMW 7 Series 750Li,886000000.0,Nhập khẩu,Hà Nội,Sedan,1234.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2025,Mercedes Benz E class E200 Exclusive,2000000000.0,Nội địa,Hà Nội,Sedan,0.0,Tự động,Xe mới,Hybrid
2025-10-23,2023,Mercedes Benz E class E300 AMG,2000000000.0,Nội địa,Hà Nội,Sedan,0.0,Tự động,Xe mới,Xăng
2025-10-23,2022,Kia Morning GT,365000000.0,Nội địa,Hà Nội,Hatchback,11000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2023,Mercedes Benz C class C200 Avantgarde,1000000000.0,Nội địa,Hà Nội,Sedan,19000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2015,Hyundai i20 Active 1.4 AT,305000000.0,Nhập khẩu,Hà Nội,Crossover,110000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2018,Porsche Panamera 4 Executive,3000000000.0,Nhập khẩu,Hà Nội,Sedan,48000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2022,Mercedes Benz GLS 450 4Matic,4000000000.0,Nhập khẩu,Hà Nội,SUV,9700.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2020,Mercedes Benz C class C180,798000000.0,Nội địa,TP HCM,Sedan,44000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2023,BMW X7 xDrive40i,4000000000.0,Nhập khẩu,Hà Nội,SUV,0.0,Tự động,Xe mới,Xăng
2025-10-23,2015,Mercedes Benz S class S400L,1000000000.0,Nội địa,Hà Nội,Sedan,60000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2018,Porsche 718 Cayman 2.0 AT,2000000000.0,Nhập khẩu,Hà Nội,Coupe,24000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2020,Porsche 718 Boxster 2.0 AT,3000000000.0,Nhập khẩu,Hà Nội,Convertible/Cabriolet,18000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2019,BMW X4 xDrive20i,1000000000.0,Nhập khẩu,Hà Nội,SUV,30000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2024,Ford Transit Van,729000000.0,Nội địa,TP HCM,Van/Minivan,64900.0,Số Tay,Đã sử dụng,Dầu diesel
2025-10-23,2021,Toyota Fortuner 2.8V 4x4 AT Legender,1000000000.0,Nội địa,Hà Nội,SUV,72000.0,Tự động,Đã sử dụng,Dầu diesel
2025-10-23,2022,Mazda 6 Premium 2.0 AT,636000000.0,Nội địa,Hải Phòng,Sedan,39000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2021,Ford EcoSport Titanium 1.5 AT,435000000.0,Nội địa,Hà Nội,SUV,65000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2020,Hyundai Accent 1.4 MT Base,283000000.0,Nội địa,Hà Nội,Sedan,10000.0,Số Tay,Đã sử dụng,Xăng
2025-10-23,2025,Kia Sportage Signature 2.0G,940000000.0,Nội địa,Hà Nội,Crossover,12000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2022,Mitsubishi Outlander Premium 2.0 CVT,735000000.0,Nội địa,Hà Nội,SUV,27000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2022,Toyota Corolla Cross 1.8V,699000000.0,Nhập khẩu,Hà Nội,SUV,45000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2025,Mazda 2 Deluxe,428000000.0,Nhập khẩu,Hà Nội,Sedan,3000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2023,Kia Seltos Premium 1.4 AT,645000000.0,Nội địa,Hà Nội,Crossover,19000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2023,Ford Everest Titanium 2.0L 4x2 AT,1000000000.0,Nhập khẩu,TP HCM,SUV,51000.0,Tự động,Đã sử dụng,Dầu diesel
2025-10-23,2021,Ford Everest Titanium 2.0L 4x4 AT,865000000.0,Nhập khẩu,TP HCM,SUV,102000.0,Tự động,Đã sử dụng,Dầu diesel
2025-10-23,2024,Ford Everest Titanium 2.0L 4x2 AT,1000000000.0,Nhập khẩu,TP HCM,SUV,5600.0,Tự động,Đã sử dụng,Dầu diesel
2025-10-23,2022,Ford Everest Titanium 2.0L 4x2 AT,1000000000.0,Nhập khẩu,TP HCM,SUV,47000.0,Tự động,Đã sử dụng,Dầu diesel
2025-10-23,2023,Ford Everest Sport 2.0L 4x2 AT,1000000000.0,Nhập khẩu,TP HCM,SUV,39000.0,Tự động,Đã sử dụng,Dầu diesel
2025-10-23,2024,Kia Carnival Signature 2.2D,1000000000.0,Nội địa,Hải Phòng,Van/Minivan,30000.0,Tự động,Đã sử dụng,Dầu diesel
2025-10-23,2020,Mercedes Benz C class C300 AMG,1000000000.0,Nội địa,Hải Phòng,Sedan,29999.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2024,Ford Territory Titanium 1.5 AT,795000000.0,Nội địa,Hải Phòng,SUV,6000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2023,Hyundai Tucson 2.0 AT Đặc biệt,799000000.0,Nội địa,Hải Phòng,Crossover,10000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2021,Ford Explorer Limited 2.3L EcoBoost,1000000000.0,Nhập khẩu,TP HCM,SUV,59700.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2025,Hyundai Palisade Prestige 2.2 AT HTRAC,1000000000.0,Nội địa,Hải Phòng,SUV,700.0,Tự động,Đã sử dụng,Dầu diesel
2025-10-23,2020,Hyundai Kona 2.0 ATH,512000000.0,Nội địa,Hải Phòng,Crossover,29000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2018,Ford EcoSport Titanium 1.5L AT,405000000.0,Nội địa,TP HCM,SUV,74000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2023,Mazda 2 Luxury,462000000.0,Nhập khẩu,Hải Phòng,Sedan,9000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2021,Mazda 3 1.5L Deluxe,496000000.0,Nội địa,Hải Phòng,Sedan,60000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2021,Honda City RS 1.5 AT,448000000.0,Nội địa,Hà Nội,Sedan,55000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2012,Lexus GS 350,845000000.0,Nhập khẩu,Hà Nội,Sedan,142000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2025,Lexus LX 600 Urban,8000000000.0,Nhập khẩu,Hà Nội,SUV,0.0,Tự động,Xe mới,Xăng
2025-10-23,2022,Mercedes Benz E class E200 Exclusive,1000000000.0,Nội địa,Hà Nội,Sedan,16500.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2023,BMW 3 Series 320i Sport Line,1000000000.0,Nội địa,Hà Nội,Sedan,18000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2022,Mercedes Benz E class E180,1000000000.0,Nội địa,Hà Nội,Sedan,2300.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2022,Mercedes Benz S class S450 Luxury,3000000000.0,Nhập khẩu,Hà Nội,Sedan,33000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2022,BMW X5 xDrive40i M Sport,2000000000.0,Nội địa,Hà Nội,SUV,31000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2023,Mini Cooper S 5 Door,1000000000.0,Nhập khẩu,Hà Nội,Hatchback,9300.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2024,BMW X3 sDrive20i M Sport,1000000000.0,Nội địa,Hà Nội,SUV,6000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2024,BMW X3 sDrive20i,1000000000.0,Nội địa,Hà Nội,SUV,16000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2021,Mercedes Benz GLC 200 4Matic,1000000000.0,Nội địa,Hà Nội,SUV,26000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2021,Toyota Corolla altis 1.8G AT,610000000.0,Nội địa,Hà Nội,Sedan,40000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2023,Porsche Cayenne 3.0 V6,6000000000.0,Nhập khẩu,Hà Nội,SUV,2900.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2020,Mercedes Benz A class A35 AMG 4Matic,1000000000.0,Nhập khẩu,Hà Nội,Sedan,23000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2022,Mitsubishi Outlander 2.0 CVT,680000000.0,Nội địa,Hà Nội,SUV,20000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2021,Mercedes Benz V class V250 Luxury,1000000000.0,Nhập khẩu,Hà Nội,Van/Minivan,69000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2022,Peugeot 2008 GT Line 1.2 AT,625000000.0,Nội địa,Hà Nội,Crossover,40000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2024,Mazda CX5 Luxury 2.0 AT,755000000.0,Nội địa,Hà Nội,SUV,20000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2023,Hyundai Tucson 2.0 AT Tiêu chuẩn,750000000.0,Nội địa,Hà Nội,Crossover,9000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2025,Mazda CX5 Premium Exclusive 2.0 AT,865000000.0,Nội địa,Hà Nội,SUV,10000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2022,Kia Sorento Signature 2.2 AT AWD,969000000.0,Nội địa,Hà Nội,SUV,43000.0,Tự động,Đã sử dụng,Dầu diesel
2025-10-23,2022,Audi A6 45 TFSI,1000000000.0,Nhập khẩu,Hà Nội,Sedan,21000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2016,Audi Q7 3.0 AT,1000000000.0,Nhập khẩu,Hà Nội,SUV,140000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2022,Mini Cooper S 3 Door,1000000000.0,Nhập khẩu,Hà Nội,Hatchback,13000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2023,Mercedes Benz GLC 200 4Matic,1000000000.0,Nội địa,Hà Nội,SUV,2100.0,Tự động,Đã sử dụng,Hybrid
2025-10-23,2023,Lexus NX 350 F,2000000000.0,Nhập khẩu,TP HCM,SUV,38000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2009,Toyota Corolla altis 1.8G MT,210000000.0,Nội địa,Hà Nội,Sedan,90000.0,Số Tay,Đã sử dụng,Xăng
2025-10-23,2019,Lexus ES 250,1000000000.0,Nhập khẩu,Hà Nội,Sedan,40000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2018,Mercedes Benz Maybach S450 4Matic,3000000000.0,Nhập khẩu,Hà Nội,Sedan,46400.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2020,LandRover Range Rover Autobiography LWB 5.0 V8,6000000000.0,Nhập khẩu,Hà Nội,SUV,34000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2023,BMW X7 xDrive40i M Sport,4000000000.0,Nhập khẩu,Hà Nội,SUV,6000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2021,Mercedes Benz E class E300 AMG,1000000000.0,Nội địa,Hà Nội,Sedan,8046.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2022,Mercedes Benz GLC 200,1000000000.0,Nội địa,TP HCM,SUV,39000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2016,Mitsubishi Attrage 1.2CVT,236000000.0,Nhập khẩu,Hà Nội,Sedan,95000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2021,Mercedes Benz GLC 300 4Matic,1000000000.0,Nội địa,Hà Nội,SUV,35000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2020,Lexus RX 300,2000000000.0,Nhập khẩu,Hà Nội,SUV,59000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2020,Mercedes Benz C class C200 Exclusive,999000000.0,Nội địa,Hà Nội,Sedan,28000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2020,Mercedes Benz G class G63 AMG,7000000000.0,Nhập khẩu,Hà Nội,SUV,40000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2021,Mercedes Benz G class G63 AMG,8000000000.0,Nhập khẩu,Hà Nội,SUV,24000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2020,BMW X4 xDrive20i M Sport,1000000000.0,Nhập khẩu,Hà Nội,SUV,25000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2019,Porsche Panamera 3.0 V6,3000000000.0,Nhập khẩu,Hà Nội,Sedan,35200.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2016,LandRover Range Rover HSE 3.0,2000000000.0,Nhập khẩu,Hà Nội,SUV,8000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2022,Mercedes Benz GLC 300 4Matic Coupe,2000000000.0,Nhập khẩu,Hà Nội,SUV,12000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2018,LandRover Range Rover Sport HSE Dynamic,2000000000.0,Nhập khẩu,Hà Nội,SUV,64000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2022,Mercedes Benz Maybach S450 4Matic,6000000000.0,Nhập khẩu,Hà Nội,Sedan,22000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2022,BMW Z4 sDrive30i M Sport,2000000000.0,Nhập khẩu,Hà Nội,Convertible/Cabriolet,18000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2021,Lexus RX 350L,3000000000.0,Nhập khẩu,Hà Nội,SUV,80000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2022,Mercedes Benz GLC 200,1000000000.0,Nội địa,Hà Nội,SUV,6000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2023,BMW 4 Series 430i Convertible M Sport,2000000000.0,Nhập khẩu,Hà Nội,Convertible/Cabriolet,5000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2023,Porsche 718 Boxster T 2.0 AT,4000000000.0,Nhập khẩu,Hà Nội,Convertible/Cabriolet,1287.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2015,LandRover Range Rover Autobiography LWB 5.0,2000000000.0,Nhập khẩu,Hà Nội,SUV,40000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2022,Mercedes Benz GLE Class GLE 450 4Matic,3000000000.0,Nhập khẩu,Hà Nội,SUV,14000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2021,Lexus ES 250,2000000000.0,Nhập khẩu,Hà Nội,Sedan,40000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2021,Lexus RX 350L,3000000000.0,Nhập khẩu,Hà Nội,SUV,30000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2023,BMW 4 Series 430i Convertible M Sport,2000000000.0,Nhập khẩu,Hà Nội,Convertible/Cabriolet,2000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2021,Mercedes Benz S class S450,3000000000.0,Nhập khẩu,Hà Nội,Sedan,29000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2022,Mercedes Benz E class E300 AMG,2000000000.0,Nội địa,Hà Nội,Sedan,6000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2022,Mercedes Benz Maybach S450 4Matic,7000000000.0,Nhập khẩu,Hà Nội,Sedan,6000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2016,Mercedes Benz S class S500L,1000000000.0,Nội địa,Hà Nội,Sedan,40000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2022,Mercedes Benz GLS 450 4Matic,4000000000.0,Nhập khẩu,Hà Nội,SUV,12000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2023,BMW 7 Series 735i M Sport,3000000000.0,Nhập khẩu,Hà Nội,Sedan,20000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2025,BMW X3 xDrive20i,2000000000.0,Nội địa,Hà Nội,SUV,1000.0,Tự động,Đã sử dụng,Hybrid
2025-10-23,2018,Mercedes Benz Maybach S450 4Matic,3000000000.0,Nhập khẩu,Hà Nội,Sedan,63000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2022,BMW X6 xDrive40i M Sport,3000000000.0,Nhập khẩu,Hà Nội,SUV,24000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2017,Mercedes Benz GLC 300 Coupe 4Matic,1000000000.0,Nhập khẩu,Hà Nội,SUV,14600.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2021,Lexus ES 250,2000000000.0,Nhập khẩu,Hà Nội,Sedan,19000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2018,BMW X4 xDrive20i,1000000000.0,Nhập khẩu,Hà Nội,SUV,96000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2022,Mercedes Benz GLE Class GLE 450 4Matic,3000000000.0,Nhập khẩu,Hà Nội,SUV,36800.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2025,Porsche Macan 4 EV,3000000000.0,Nhập khẩu,Hà Nội,Crossover,3000.0,Tự động,Đã sử dụng,Điện
2025-10-23,2018,Mercedes Benz S class S450L Luxury,2000000000.0,Nội địa,Hà Nội,Sedan,40000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2015,LandRover Range Rover HSE 3.0,2000000000.0,Nhập khẩu,Hà Nội,SUV,50000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2021,Mercedes Benz S class S450,3000000000.0,Nhập khẩu,Hà Nội,Sedan,40000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2018,Porsche Panamera 3.0 V6,3000000000.0,Nhập khẩu,Hà Nội,Sedan,46000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2016,Mercedes Benz S class S400L,1000000000.0,Nội địa,Hà Nội,Sedan,50000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2022,Mercedes Benz GLC 300 4Matic,1000000000.0,Nội địa,Hà Nội,SUV,16000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2019,Mercedes Benz E class E300 AMG,1000000000.0,Nội địa,Hà Nội,Sedan,23000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2019,BMW X7 xDrive40i,3000000000.0,Nhập khẩu,Hà Nội,SUV,30000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2022,Mercedes Benz GLE Class GLE 450 4Matic,3000000000.0,Nhập khẩu,Hà Nội,SUV,18000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2015,Cadillac Escalade ESV Platinum,2000000000.0,Nhập khẩu,Hà Nội,SUV,40000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2020,Mercedes Benz GLC 300 4Matic,1000000000.0,Nội địa,Hà Nội,SUV,35000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2023,BMW X7 xDrive40i M Sport,4000000000.0,Nhập khẩu,Hà Nội,SUV,40000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2022,Mercedes Benz E class E300 AMG,2000000000.0,Nội địa,Hà Nội,Sedan,8000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2021,BMW 4 Series 430i Convertible M Sport,2000000000.0,Nhập khẩu,Hà Nội,Convertible/Cabriolet,19000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2019,Mercedes Benz C class C300 AMG,1000000000.0,Nội địa,Hà Nội,Sedan,17000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2021,Mercedes Benz GLS 450 4Matic,3000000000.0,Nhập khẩu,Hà Nội,SUV,33000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2016,Lexus LX 570 Super Sport,4000000000.0,Nhập khẩu,Hà Nội,SUV,100000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2018,Mercedes Benz S class S450L,1000000000.0,Nội địa,Hà Nội,Sedan,42000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2015,LandRover Range Rover HSE 3.0,2000000000.0,Nhập khẩu,Hà Nội,SUV,45000.0,Tự động,Đã sử dụng,Xăng
2025-10-23,2022,Mercedes Benz S class S450 Luxury,4000000000.0,Nhập khẩu,Hà Nội,Sedan,14400.0,Tự động,Đã sử dụng,Xăng
